name,licenses
google.golang.org/protobuf/types/dynamicpb,BSD-3-Clause
google.golang.org/protobuf/types/known/anypb,BSD-3-Clause
google.golang.org/protobuf/types/known/durationpb,BSD-3-Clause
google.golang.org/protobuf/types/known/emptypb,BSD-3-Clause
google.golang.org/protobuf/types/known/fieldmaskpb,BSD-3-Clause
google.golang.org/protobuf/types/known/structpb,BSD-3-Clause
google.golang.org/protobuf/types/known/timestamppb,BSD-3-Clause
google.golang.org/protobuf/types/known/wrapperspb,BSD-3-Clause
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc,Apache-2.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc/internal,Apache-2.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,Apache-2.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp/internal/semconvutil,Apache-2.0
go.opentelemetry.io/otel,Apache-2.0
go.opentelemetry.io/otel/attribute,Apache-2.0
go.opentelemetry.io/otel/baggage,Apache-2.0
go.opentelemetry.io/otel/codes,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/internal/tracetransform,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc/internal,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc/internal/envconfig,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc/internal/otlpconfig,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc/internal/retry,Apache-2.0
go.opentelemetry.io/otel/internal,Apache-2.0
go.opentelemetry.io/otel/internal/attribute,Apache-2.0
go.opentelemetry.io/otel/internal/baggage,Apache-2.0
go.opentelemetry.io/otel/internal/global,Apache-2.0
go.opentelemetry.io/otel/metric,Apache-2.0
go.opentelemetry.io/otel/metric/embedded,Apache-2.0
go.opentelemetry.io/otel/propagation,Apache-2.0
go.opentelemetry.io/otel/sdk,Apache-2.0
go.opentelemetry.io/otel/sdk/instrumentation,Apache-2.0
go.opentelemetry.io/otel/sdk/internal,Apache-2.0
go.opentelemetry.io/otel/sdk/internal/env,Apache-2.0
go.opentelemetry.io/otel/sdk/resource,Apache-2.0
go.opentelemetry.io/otel/sdk/trace,Apache-2.0
go.opentelemetry.io/otel/semconv/internal,Apache-2.0
go.opentelemetry.io/otel/semconv/internal/v2,Apache-2.0
go.opentelemetry.io/otel/semconv/v1.12.0,Apache-2.0
go.opentelemetry.io/otel/semconv/v1.17.0,Apache-2.0
go.opentelemetry.io/otel/semconv/v1.17.0/httpconv,Apache-2.0
go.opentelemetry.io/otel/semconv/v1.21.0,Apache-2.0
go.opentelemetry.io/otel/trace,Apache-2.0
go.opentelemetry.io/proto/otlp/collector/trace/v1,Apache-2.0
go.opentelemetry.io/proto/otlp/common/v1,Apache-2.0
go.opentelemetry.io/proto/otlp/resource/v1,Apache-2.0
go.opentelemetry.io/proto/otlp/trace/v1,Apache-2.0
gopkg.in/inf.v0,BSD-3-Clause
gopkg.in/natefinch/lumberjack.v2,MIT
gopkg.in/yaml.v2,"Apache-2.0, MIT"
gopkg.in/yaml.v3,"Apache-2.0, MIT"
go.starlark.net/internal/compile,"BSD-2-Clause, BSD-3-Clause, BSD-3-Clause-No-Military-License"
go.starlark.net/internal/spell,"BSD-2-Clause, BSD-3-Clause, BSD-3-Clause-No-Military-License"
go.starlark.net/resolve,"BSD-2-Clause, BSD-3-Clause, BSD-3-Clause-No-Military-License"
go.starlark.net/starlark,"BSD-2-Clause, BSD-3-Clause, BSD-3-Clause-No-Military-License"
go.starlark.net/starlarkstruct,"BSD-2-Clause, BSD-3-Clause, BSD-3-Clause-No-Military-License"
go.starlark.net/syntax,"BSD-2-Clause, BSD-3-Clause, BSD-3-Clause-No-Military-License"
gotest.tools/v3/assert,Apache-2.0
gotest.tools/v3/assert/cmp,Apache-2.0
gotest.tools/v3/internal/assert,Apache-2.0
gotest.tools/v3/internal/difflib,Apache-2.0
gotest.tools/v3/internal/format,Apache-2.0
gotest.tools/v3/internal/source,Apache-2.0
go.uber.org/multierr,MIT
go.uber.org/zap,MIT
go.uber.org/zap/buffer,MIT
go.uber.org/zap/internal,MIT
go.uber.org/zap/internal/bufferpool,MIT
go.uber.org/zap/internal/color,MIT
go.uber.org/zap/internal/exit,MIT
go.uber.org/zap/internal/pool,MIT
go.uber.org/zap/internal/stacktrace,MIT
go.uber.org/zap/zapcore,MIT
go.uber.org/zap/zapgrpc,MIT
helm.sh/helm/v3/internal/fileutil,Apache-2.0
helm.sh/helm/v3/internal/ignore,Apache-2.0
helm.sh/helm/v3/internal/resolver,Apache-2.0
helm.sh/helm/v3/internal/sympath,Apache-2.0
helm.sh/helm/v3/internal/third_party/dep/fs,Apache-2.0
helm.sh/helm/v3/internal/third_party/k8s.io/kubernetes/deployment/util,Apache-2.0
helm.sh/helm/v3/internal/tlsutil,Apache-2.0
helm.sh/helm/v3/internal/urlutil,Apache-2.0
helm.sh/helm/v3/internal/version,Apache-2.0
helm.sh/helm/v3/pkg/action,Apache-2.0
helm.sh/helm/v3/pkg/chart,Apache-2.0
helm.sh/helm/v3/pkg/chart/loader,Apache-2.0
helm.sh/helm/v3/pkg/chartutil,Apache-2.0
helm.sh/helm/v3/pkg/cli,Apache-2.0
helm.sh/helm/v3/pkg/downloader,Apache-2.0
helm.sh/helm/v3/pkg/engine,Apache-2.0
helm.sh/helm/v3/pkg/getter,Apache-2.0
helm.sh/helm/v3/pkg/helmpath,Apache-2.0
helm.sh/helm/v3/pkg/helmpath/xdg,Apache-2.0
helm.sh/helm/v3/pkg/kube,Apache-2.0
helm.sh/helm/v3/pkg/kube/fake,Apache-2.0
helm.sh/helm/v3/pkg/lint,Apache-2.0
helm.sh/helm/v3/pkg/lint/rules,Apache-2.0
helm.sh/helm/v3/pkg/lint/support,Apache-2.0
helm.sh/helm/v3/pkg/plugin,Apache-2.0
helm.sh/helm/v3/pkg/postrender,Apache-2.0
helm.sh/helm/v3/pkg/provenance,Apache-2.0
helm.sh/helm/v3/pkg/pusher,Apache-2.0
helm.sh/helm/v3/pkg/registry,Apache-2.0
helm.sh/helm/v3/pkg/release,Apache-2.0
helm.sh/helm/v3/pkg/releaseutil,Apache-2.0
helm.sh/helm/v3/pkg/repo,Apache-2.0
helm.sh/helm/v3/pkg/storage,Apache-2.0
helm.sh/helm/v3/pkg/storage/driver,Apache-2.0
helm.sh/helm/v3/pkg/strvals,Apache-2.0
helm.sh/helm/v3/pkg/time,Apache-2.0
helm.sh/helm/v3/pkg/uploader,Apache-2.0
k8s.io/api/admissionregistration/v1,Apache-2.0
k8s.io/api/admissionregistration/v1alpha1,Apache-2.0
k8s.io/api/admissionregistration/v1beta1,Apache-2.0
k8s.io/api/admission/v1,Apache-2.0
k8s.io/api/admission/v1beta1,Apache-2.0
k8s.io/api/apidiscovery/v2beta1,Apache-2.0
k8s.io/api/apiserverinternal/v1alpha1,Apache-2.0
k8s.io/api/apps/v1,Apache-2.0
k8s.io/api/apps/v1beta1,Apache-2.0
k8s.io/api/apps/v1beta2,Apache-2.0
k8s.io/api/authentication/v1,Apache-2.0
k8s.io/api/authentication/v1alpha1,Apache-2.0
k8s.io/api/authentication/v1beta1,Apache-2.0
k8s.io/api/authorization/v1,Apache-2.0
k8s.io/api/authorization/v1beta1,Apache-2.0
k8s.io/api/autoscaling/v1,Apache-2.0
k8s.io/api/autoscaling/v2,Apache-2.0
k8s.io/api/autoscaling/v2beta1,Apache-2.0
k8s.io/api/autoscaling/v2beta2,Apache-2.0
k8s.io/api/batch/v1,Apache-2.0
k8s.io/api/batch/v1beta1,Apache-2.0
k8s.io/api/certificates/v1,Apache-2.0
k8s.io/api/certificates/v1alpha1,Apache-2.0
k8s.io/api/certificates/v1beta1,Apache-2.0
k8s.io/api/coordination/v1,Apache-2.0
k8s.io/api/coordination/v1beta1,Apache-2.0
k8s.io/api/core/v1,Apache-2.0
k8s.io/api/discovery/v1,Apache-2.0
k8s.io/api/discovery/v1beta1,Apache-2.0
k8s.io/api/events/v1,Apache-2.0
k8s.io/api/events/v1beta1,Apache-2.0
k8s.io/apiextensions-apiserver/pkg/apis/apiextensions,Apache-2.0
k8s.io/apiextensions-apiserver/pkg/apis/apiextensions/v1,Apache-2.0
k8s.io/apiextensions-apiserver/pkg/apis/apiextensions/v1beta1,Apache-2.0
k8s.io/apiextensions-apiserver/pkg/client/applyconfiguration/apiextensions/v1,Apache-2.0
k8s.io/apiextensions-apiserver/pkg/client/applyconfiguration/apiextensions/v1beta1,Apache-2.0
k8s.io/apiextensions-apiserver/pkg/client/clientset/clientset,Apache-2.0
k8s.io/apiextensions-apiserver/pkg/client/clientset/clientset/scheme,Apache-2.0
k8s.io/apiextensions-apiserver/pkg/client/clientset/clientset/typed/apiextensions/v1,Apache-2.0
k8s.io/apiextensions-apiserver/pkg/client/clientset/clientset/typed/apiextensions/v1beta1,Apache-2.0
k8s.io/apiextensions-apiserver/pkg/features,Apache-2.0
k8s.io/api/extensions/v1beta1,Apache-2.0
k8s.io/api/flowcontrol/v1alpha1,Apache-2.0
k8s.io/api/flowcontrol/v1beta1,Apache-2.0
k8s.io/api/flowcontrol/v1beta2,Apache-2.0
k8s.io/api/flowcontrol/v1beta3,Apache-2.0
k8s.io/api/imagepolicy/v1alpha1,Apache-2.0
k8s.io/apimachinery/pkg/api/equality,Apache-2.0
k8s.io/apimachinery/pkg/api/errors,Apache-2.0
k8s.io/apimachinery/pkg/api/meta,Apache-2.0
k8s.io/apimachinery/pkg/api/resource,Apache-2.0
k8s.io/apimachinery/pkg/apis/meta/internalversion,Apache-2.0
k8s.io/apimachinery/pkg/apis/meta/internalversion/scheme,Apache-2.0
k8s.io/apimachinery/pkg/apis/meta/internalversion/validation,Apache-2.0
k8s.io/apimachinery/pkg/apis/meta/v1,Apache-2.0
k8s.io/apimachinery/pkg/apis/meta/v1beta1,Apache-2.0
k8s.io/apimachinery/pkg/apis/meta/v1beta1/validation,Apache-2.0
k8s.io/apimachinery/pkg/apis/meta/v1/unstructured,Apache-2.0
k8s.io/apimachinery/pkg/apis/meta/v1/unstructured/unstructuredscheme,Apache-2.0
k8s.io/apimachinery/pkg/apis/meta/v1/validation,Apache-2.0
k8s.io/apimachinery/pkg/api/validation,Apache-2.0
k8s.io/apimachinery/pkg/api/validation/path,Apache-2.0
k8s.io/apimachinery/pkg/conversion,Apache-2.0
k8s.io/apimachinery/pkg/conversion/queryparams,Apache-2.0
k8s.io/apimachinery/pkg/fields,Apache-2.0
k8s.io/apimachinery/pkg/labels,Apache-2.0
k8s.io/apimachinery/pkg/runtime,Apache-2.0
k8s.io/apimachinery/pkg/runtime/schema,Apache-2.0
k8s.io/apimachinery/pkg/runtime/serializer,Apache-2.0
k8s.io/apimachinery/pkg/runtime/serializer/json,Apache-2.0
k8s.io/apimachinery/pkg/runtime/serializer/protobuf,Apache-2.0
k8s.io/apimachinery/pkg/runtime/serializer/recognizer,Apache-2.0
k8s.io/apimachinery/pkg/runtime/serializer/streaming,Apache-2.0
k8s.io/apimachinery/pkg/runtime/serializer/versioning,Apache-2.0
k8s.io/apimachinery/pkg/selection,Apache-2.0
k8s.io/apimachinery/pkg/types,Apache-2.0
k8s.io/apimachinery/pkg/util/cache,Apache-2.0
k8s.io/apimachinery/pkg/util/diff,Apache-2.0
k8s.io/apimachinery/pkg/util/dump,Apache-2.0
k8s.io/apimachinery/pkg/util/duration,Apache-2.0
k8s.io/apimachinery/pkg/util/errors,Apache-2.0
k8s.io/apimachinery/pkg/util/framer,Apache-2.0
k8s.io/apimachinery/pkg/util/httpstream,Apache-2.0
k8s.io/apimachinery/pkg/util/httpstream/spdy,Apache-2.0
k8s.io/apimachinery/pkg/util/httpstream/wsstream,Apache-2.0
k8s.io/apimachinery/pkg/util/intstr,Apache-2.0
k8s.io/apimachinery/pkg/util/json,Apache-2.0
k8s.io/apimachinery/pkg/util/managedfields,Apache-2.0
k8s.io/apimachinery/pkg/util/managedfields/internal,Apache-2.0
k8s.io/apimachinery/pkg/util/mergepatch,Apache-2.0
k8s.io/apimachinery/pkg/util/naming,Apache-2.0
k8s.io/apimachinery/pkg/util/net,Apache-2.0
k8s.io/apimachinery/pkg/util/rand,Apache-2.0
k8s.io/apimachinery/pkg/util/remotecommand,Apache-2.0
k8s.io/apimachinery/pkg/util/runtime,Apache-2.0
k8s.io/apimachinery/pkg/util/sets,Apache-2.0
k8s.io/apimachinery/pkg/util/strategicpatch,Apache-2.0
k8s.io/apimachinery/pkg/util/uuid,Apache-2.0
k8s.io/apimachinery/pkg/util/validation,Apache-2.0
k8s.io/apimachinery/pkg/util/validation/field,Apache-2.0
k8s.io/apimachinery/pkg/util/version,Apache-2.0
k8s.io/apimachinery/pkg/util/wait,Apache-2.0
k8s.io/apimachinery/pkg/util/waitgroup,Apache-2.0
k8s.io/apimachinery/pkg/util/yaml,Apache-2.0
k8s.io/apimachinery/pkg/version,Apache-2.0
k8s.io/apimachinery/pkg/watch,Apache-2.0
k8s.io/apimachinery/third_party/forked/golang/json,Apache-2.0
k8s.io/apimachinery/third_party/forked/golang/netutil,Apache-2.0
k8s.io/apimachinery/third_party/forked/golang/reflect,Apache-2.0
k8s.io/api/networking/v1,Apache-2.0
k8s.io/api/networking/v1alpha1,Apache-2.0
k8s.io/api/networking/v1beta1,Apache-2.0
k8s.io/api/node/v1,Apache-2.0
k8s.io/api/node/v1alpha1,Apache-2.0
k8s.io/api/node/v1beta1,Apache-2.0
k8s.io/api/policy/v1,Apache-2.0
k8s.io/api/policy/v1beta1,Apache-2.0
k8s.io/api/rbac/v1,Apache-2.0
k8s.io/api/rbac/v1alpha1,Apache-2.0
k8s.io/api/rbac/v1beta1,Apache-2.0
k8s.io/api/resource/v1alpha2,Apache-2.0
k8s.io/api/scheduling/v1,Apache-2.0
k8s.io/api/scheduling/v1alpha1,Apache-2.0
k8s.io/api/scheduling/v1beta1,Apache-2.0
k8s.io/apiserver/pkg/admission,Apache-2.0
k8s.io/apiserver/pkg/admission/cel,Apache-2.0
k8s.io/apiserver/pkg/admission/configuration,Apache-2.0
k8s.io/apiserver/pkg/admission/initializer,Apache-2.0
k8s.io/apiserver/pkg/admission/metrics,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/cel,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/namespace/lifecycle,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/validatingadmissionpolicy,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/validatingadmissionpolicy/internal/generic,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/validatingadmissionpolicy/matching,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/config,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/config/apis/webhookadmission,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/config/apis/webhookadmission/v1,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/config/apis/webhookadmission/v1alpha1,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/errors,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/generic,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/matchconditions,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/mutating,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/predicates/namespace,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/predicates/object,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/predicates/rules,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/request,Apache-2.0
k8s.io/apiserver/pkg/admission/plugin/webhook/validating,Apache-2.0
k8s.io/apiserver/pkg/apis/apiserver,Apache-2.0
k8s.io/apiserver/pkg/apis/apiserver/install,Apache-2.0
k8s.io/apiserver/pkg/apis/apiserver/v1,Apache-2.0
k8s.io/apiserver/pkg/apis/apiserver/v1alpha1,Apache-2.0
k8s.io/apiserver/pkg/apis/apiserver/v1beta1,Apache-2.0
k8s.io/apiserver/pkg/apis/audit,Apache-2.0
k8s.io/apiserver/pkg/apis/audit/install,Apache-2.0
k8s.io/apiserver/pkg/apis/audit/v1,Apache-2.0
k8s.io/apiserver/pkg/apis/audit/validation,Apache-2.0
k8s.io/apiserver/pkg/apis/cel,Apache-2.0
k8s.io/apiserver/pkg/apis/config,Apache-2.0
k8s.io/apiserver/pkg/apis/config/v1,Apache-2.0
k8s.io/apiserver/pkg/apis/config/validation,Apache-2.0
k8s.io/apiserver/pkg/apis/flowcontrol/bootstrap,Apache-2.0
k8s.io/apiserver/pkg/audit,Apache-2.0
k8s.io/apiserver/pkg/audit/policy,Apache-2.0
k8s.io/apiserver/pkg/authentication/authenticator,Apache-2.0
k8s.io/apiserver/pkg/authentication/authenticatorfactory,Apache-2.0
k8s.io/apiserver/pkg/authentication/group,Apache-2.0
k8s.io/apiserver/pkg/authentication/request/anonymous,Apache-2.0
k8s.io/apiserver/pkg/authentication/request/bearertoken,Apache-2.0
k8s.io/apiserver/pkg/authentication/request/headerrequest,Apache-2.0
k8s.io/apiserver/pkg/authentication/request/union,Apache-2.0
k8s.io/apiserver/pkg/authentication/request/websocket,Apache-2.0
k8s.io/apiserver/pkg/authentication/request/x509,Apache-2.0
k8s.io/apiserver/pkg/authentication/serviceaccount,Apache-2.0
k8s.io/apiserver/pkg/authentication/token/cache,Apache-2.0
k8s.io/apiserver/pkg/authentication/token/tokenfile,Apache-2.0
k8s.io/apiserver/pkg/authentication/user,Apache-2.0
k8s.io/apiserver/pkg/authorization/authorizer,Apache-2.0
k8s.io/apiserver/pkg/authorization/authorizerfactory,Apache-2.0
k8s.io/apiserver/pkg/authorization/path,Apache-2.0
k8s.io/apiserver/pkg/authorization/union,Apache-2.0
k8s.io/apiserver/pkg/cel,Apache-2.0
k8s.io/apiserver/pkg/cel/common,Apache-2.0
k8s.io/apiserver/pkg/cel/environment,Apache-2.0
k8s.io/apiserver/pkg/cel/lazy,Apache-2.0
k8s.io/apiserver/pkg/cel/library,Apache-2.0
k8s.io/apiserver/pkg/cel/openapi,Apache-2.0
k8s.io/apiserver/pkg/cel/openapi/resolver,Apache-2.0
k8s.io/apiserver/pkg/endpoints,Apache-2.0
k8s.io/apiserver/pkg/endpoints/deprecation,Apache-2.0
k8s.io/apiserver/pkg/endpoints/discovery,Apache-2.0
k8s.io/apiserver/pkg/endpoints/discovery/aggregated,Apache-2.0
k8s.io/apiserver/pkg/endpoints/filterlatency,Apache-2.0
k8s.io/apiserver/pkg/endpoints/filters,Apache-2.0
k8s.io/apiserver/pkg/endpoints/handlers,Apache-2.0
k8s.io/apiserver/pkg/endpoints/handlers/fieldmanager,Apache-2.0
k8s.io/apiserver/pkg/endpoints/handlers/finisher,Apache-2.0
k8s.io/apiserver/pkg/endpoints/handlers/metrics,Apache-2.0
k8s.io/apiserver/pkg/endpoints/handlers/negotiation,Apache-2.0
k8s.io/apiserver/pkg/endpoints/handlers/responsewriters,Apache-2.0
k8s.io/apiserver/pkg/endpoints/metrics,Apache-2.0
k8s.io/apiserver/pkg/endpoints/openapi,Apache-2.0
k8s.io/apiserver/pkg/endpoints/request,Apache-2.0
k8s.io/apiserver/pkg/endpoints/responsewriter,Apache-2.0
k8s.io/apiserver/pkg/endpoints/warning,Apache-2.0
k8s.io/apiserver/pkg/features,Apache-2.0
k8s.io/apiserver/pkg/quota/v1,Apache-2.0
k8s.io/apiserver/pkg/registry/generic,Apache-2.0
k8s.io/apiserver/pkg/registry/generic/registry,Apache-2.0
k8s.io/apiserver/pkg/registry/rest,Apache-2.0
k8s.io/apiserver/pkg/server,Apache-2.0
k8s.io/apiserver/pkg/server/dynamiccertificates,Apache-2.0
k8s.io/apiserver/pkg/server/egressselector,Apache-2.0
k8s.io/apiserver/pkg/server/egressselector/metrics,Apache-2.0
k8s.io/apiserver/pkg/server/filters,Apache-2.0
k8s.io/apiserver/pkg/server/healthz,Apache-2.0
k8s.io/apiserver/pkg/server/httplog,Apache-2.0
k8s.io/apiserver/pkg/server/mux,Apache-2.0
k8s.io/apiserver/pkg/server/options,Apache-2.0
k8s.io/apiserver/pkg/server/options/encryptionconfig,Apache-2.0
k8s.io/apiserver/pkg/server/options/encryptionconfig/controller,Apache-2.0
k8s.io/apiserver/pkg/server/options/encryptionconfig/metrics,Apache-2.0
k8s.io/apiserver/pkg/server/resourceconfig,Apache-2.0
k8s.io/apiserver/pkg/server/routes,Apache-2.0
k8s.io/apiserver/pkg/server/storage,Apache-2.0
k8s.io/apiserver/pkg/storage,Apache-2.0
k8s.io/apiserver/pkg/storage/cacher,Apache-2.0
k8s.io/apiserver/pkg/storage/cacher/metrics,Apache-2.0
k8s.io/apiserver/pkg/storage/errors,Apache-2.0
k8s.io/apiserver/pkg/storage/etcd3,Apache-2.0
k8s.io/apiserver/pkg/storage/etcd3/metrics,Apache-2.0
k8s.io/apiserver/pkg/storage/names,Apache-2.0
k8s.io/apiserver/pkg/storage/storagebackend,Apache-2.0
k8s.io/apiserver/pkg/storage/storagebackend/factory,Apache-2.0
k8s.io/apiserver/pkg/storage/value,Apache-2.0
k8s.io/apiserver/pkg/storage/value/encrypt/aes,Apache-2.0
k8s.io/apiserver/pkg/storage/value/encrypt/envelope,Apache-2.0
k8s.io/apiserver/pkg/storage/value/encrypt/envelope/kmsv2,Apache-2.0
k8s.io/apiserver/pkg/storage/value/encrypt/envelope/kmsv2/v2,Apache-2.0
k8s.io/apiserver/pkg/storage/value/encrypt/envelope/metrics,Apache-2.0
k8s.io/apiserver/pkg/storage/value/encrypt/identity,Apache-2.0
k8s.io/apiserver/pkg/storage/value/encrypt/secretbox,Apache-2.0
k8s.io/apiserver/pkg/storageversion,Apache-2.0
k8s.io/apiserver/pkg/util/apihelpers,Apache-2.0
k8s.io/apiserver/pkg/util/dryrun,Apache-2.0
k8s.io/apiserver/pkg/util/feature,Apache-2.0
k8s.io/apiserver/pkg/util/flowcontrol,Apache-2.0
k8s.io/apiserver/pkg/util/flowcontrol/debug,Apache-2.0
k8s.io/apiserver/pkg/util/flowcontrol/fairqueuing,Apache-2.0
k8s.io/apiserver/pkg/util/flowcontrol/fairqueuing/eventclock,Apache-2.0
k8s.io/apiserver/pkg/util/flowcontrol/fairqueuing/promise,Apache-2.0
k8s.io/apiserver/pkg/util/flowcontrol/fairqueuing/queueset,Apache-2.0
k8s.io/apiserver/pkg/util/flowcontrol/format,Apache-2.0
k8s.io/apiserver/pkg/util/flowcontrol/metrics,Apache-2.0
k8s.io/apiserver/pkg/util/flowcontrol/request,Apache-2.0
k8s.io/apiserver/pkg/util/flushwriter,Apache-2.0
k8s.io/apiserver/pkg/util/peerproxy/metrics,Apache-2.0
k8s.io/apiserver/pkg/util/shufflesharding,Apache-2.0
k8s.io/apiserver/pkg/util/webhook,Apache-2.0
k8s.io/apiserver/pkg/util/x509metrics,Apache-2.0
k8s.io/apiserver/pkg/warning,Apache-2.0
k8s.io/apiserver/plugin/pkg/audit/buffered,Apache-2.0
k8s.io/apiserver/plugin/pkg/audit/log,Apache-2.0
k8s.io/apiserver/plugin/pkg/audit/truncate,Apache-2.0
k8s.io/apiserver/plugin/pkg/audit/webhook,Apache-2.0
k8s.io/apiserver/plugin/pkg/authenticator/token/webhook,Apache-2.0
k8s.io/apiserver/plugin/pkg/authorizer/webhook,Apache-2.0
k8s.io/api/storage/v1,Apache-2.0
k8s.io/api/storage/v1alpha1,Apache-2.0
k8s.io/api/storage/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/admissionregistration/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/admissionregistration/v1alpha1,Apache-2.0
k8s.io/client-go/applyconfigurations/admissionregistration/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/apiserverinternal/v1alpha1,Apache-2.0
k8s.io/client-go/applyconfigurations/apps/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/apps/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/apps/v1beta2,Apache-2.0
k8s.io/client-go/applyconfigurations/autoscaling/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/autoscaling/v2,Apache-2.0
k8s.io/client-go/applyconfigurations/autoscaling/v2beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/autoscaling/v2beta2,Apache-2.0
k8s.io/client-go/applyconfigurations/batch/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/batch/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/certificates/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/certificates/v1alpha1,Apache-2.0
k8s.io/client-go/applyconfigurations/certificates/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/coordination/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/coordination/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/core/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/discovery/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/discovery/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/events/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/events/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/extensions/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/flowcontrol/v1alpha1,Apache-2.0
k8s.io/client-go/applyconfigurations/flowcontrol/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/flowcontrol/v1beta2,Apache-2.0
k8s.io/client-go/applyconfigurations/flowcontrol/v1beta3,Apache-2.0
k8s.io/client-go/applyconfigurations/internal,Apache-2.0
k8s.io/client-go/applyconfigurations/meta/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/networking/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/networking/v1alpha1,Apache-2.0
k8s.io/client-go/applyconfigurations/networking/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/node/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/node/v1alpha1,Apache-2.0
k8s.io/client-go/applyconfigurations/node/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/policy/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/policy/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/rbac/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/rbac/v1alpha1,Apache-2.0
k8s.io/client-go/applyconfigurations/rbac/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/resource/v1alpha2,Apache-2.0
k8s.io/client-go/applyconfigurations/scheduling/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/scheduling/v1alpha1,Apache-2.0
k8s.io/client-go/applyconfigurations/scheduling/v1beta1,Apache-2.0
k8s.io/client-go/applyconfigurations/storage/v1,Apache-2.0
k8s.io/client-go/applyconfigurations/storage/v1alpha1,Apache-2.0
k8s.io/client-go/applyconfigurations/storage/v1beta1,Apache-2.0
k8s.io/client-go/discovery,Apache-2.0
k8s.io/client-go/discovery/cached/disk,Apache-2.0
k8s.io/client-go/discovery/cached/memory,Apache-2.0
k8s.io/client-go/dynamic,Apache-2.0
k8s.io/client-go/dynamic/dynamicinformer,Apache-2.0
k8s.io/client-go/dynamic/dynamiclister,Apache-2.0
k8s.io/client-go/informers,Apache-2.0
k8s.io/client-go/informers/admissionregistration,Apache-2.0
k8s.io/client-go/informers/admissionregistration/v1,Apache-2.0
k8s.io/client-go/informers/admissionregistration/v1alpha1,Apache-2.0
